4566, 624
4891, 624
2573, 1356
4375, 1356
2636, 355
3491, 5352
4928, 1073
670, 463
2370, 463
463, 2399
670, 2399
2370, 2399
3771, 737
463, 670
2399, 670
737, 670
2370, 670
634, 670
3948, 670
737, 4068
212, 4068
2370, 4068
887, 4068
3215, 4068
5147, 4068
4375, 4068
1906, 4068
1368, 4068
1725, 4068
430, 4068
212, 684
2370, 684
3948, 684
2370, 1711
856, 1711
684, 212
2370, 212
463, 2370
2399, 2370
737, 2370
670, 2370
4068, 2370
684, 2370
1711, 2370
212, 2370
4848, 2370
2020, 2370
1936, 2370
2106, 2370
5397, 2370
3648, 2370
5152, 2370
887, 2370
1352, 2370
1604, 2370
5372, 2370
1534, 2370
4858, 2370
84, 2370
646, 2370
4660, 2370
3215, 2370
1704, 2370
2786, 2370
1918, 2370
4558, 2370
4024, 2370
1997, 2370
2591, 2370
375, 2370
939, 2370
1843, 2370
1405, 2370
672, 2370
1957, 2370
503, 2370
634, 2370
4562, 2370
3793, 2370
4180, 2370
5338, 2370
2059, 2370
5147, 2370
995, 2370
4375, 2370
856, 2370
3950, 2370
3836, 2370
5404, 2370
1368, 2370
3771, 2370
3000, 2370
3969, 2370
2458, 2370
1206, 2370
153, 2370
2833, 2370
5198, 2370
4370, 2370
1725, 2370
5191, 2370
3948, 2370
3260, 2370
4297, 2370
5023, 2370
2395, 2370
3372, 2370
1476, 2370
836, 2370
5426, 2370
2157, 2370
2002, 2370
4630, 2370
345, 2370
905, 2370
4350, 2370
3643, 2370
2399, 4848
2370, 4848
2020, 4848
84, 4848
4660, 4848
3215, 4848
2397, 4848
4375, 4848
1368, 4848
3969, 4848
1725, 4848
3643, 4848
2370, 2020
1604, 2020
5147, 2020
1368, 2020
1725, 2020
737, 1936
2370, 1936
5372, 1936
1534, 1936
1704, 1936
152, 1936
2786, 1936
2591, 1936
5227, 1936
5378, 1936
2748, 1936
4775, 1936
2397, 1936
5147, 1936
4375, 1936
3483, 1936
5211, 1936
1368, 1936
1725, 1936
1928, 1936
1711, 2106
2370, 2106
5397, 2106
3215, 2106
152, 2106
2786, 2106
1918, 2106
4024, 2106
1997, 2106
4918, 2106
5147, 2106
3483, 2106
1368, 2106
1208, 2106
5101, 2106
1994, 2106
3260, 2106
4644, 2106
2370, 5397
3215, 5397
4297, 5397
2370, 3648
5152, 3648
1725, 3648
2370, 5152
3648, 5152
887, 5152
1352, 5152
1604, 5152
3948, 5152
2370, 887
5152, 887
2492, 887
2370, 1352
5152, 1352
2370, 5372
1534, 5372
2370, 1534
1936, 1534
5372, 1534
3948, 1534
2370, 4858
84, 4858
1704, 4858
3948, 4858
3042, 4858
2370, 84
4858, 84
3215, 84
2370, 646
4660, 646
790, 646
3948, 646
2370, 4660
646, 4660
3215, 4660
1725, 4660
4068, 3215
2370, 3215
5397, 3215
84, 3215
4660, 3215
1704, 3215
1725, 3215
1695, 3215
2370, 1704
4858, 1704
3215, 1704
2370, 152
5372, 152
3215, 152
4918, 152
5031, 152
1725, 152
4094, 152
3260, 152
1695, 152
4630, 152
3026, 152
4532, 152
2106, 2786
3215, 2786
152, 2786
2312, 2786
3559, 2786
5101, 2786
3403, 2786
3902, 2786
3411, 2786
4871, 2786
2370, 1918
4558, 1918
2370, 4558
1918, 4558
1646, 4558
3948, 4558
2370, 4024
2002, 4024
2370, 1997
2106, 1997
3948, 1997
2370, 2591
375, 2591
2370, 375
1936, 375
2591, 375
3948, 375
2370, 939
2106, 939
3948, 939
4630, 4918
3026, 4918
3629, 4918
694, 872
4812, 872
4630, 872
2775, 872
944, 872
3629, 872
872, 694
4630, 694
2775, 694
3629, 694
872, 4812
4630, 4812
3231, 4812
3629, 4812
752, 5015
3771, 839
4630, 839
3771, 2088
2746, 2088
4046, 1694
3771, 2064
4413, 3815
553, 1319
1443, 1319
4638, 1319
5031, 1665
839, 4736
5031, 4736
3588, 1197
754, 5021
1576, 5021
3081, 5021
1153, 2380
344, 4697
2229, 5455
1199, 5455
5227, 5455
5378, 5455
2748, 5455
2655, 5455
379, 5455
2434, 5455
5224, 5455
773, 5455
895, 5455
3593, 5455
4131, 5455
3182, 5455
4750, 5455
2905, 5455
3682, 5455
4031, 5455
4868, 5455
3289, 5455
5105, 5455
1201, 5455
784, 5455
1394, 5455
4473, 5455
2397, 5455
5147, 5455
995, 5455
4375, 5455
61, 5455
98, 5455
3483, 5455
3763, 5455
4456, 5455
2105, 5455
3409, 5455
4090, 5455
1576, 5455
1324, 5455
4893, 5455
1141, 5455
264, 5455
1894, 5455
2253, 5455
992, 5455
1381, 5455
792, 5455
118, 5455
1473, 5455
1523, 5455
1906, 5455
1368, 5455
1208, 5455
231, 5455
4437, 5455
1207, 5455
4213, 5455
148, 5455
2213, 3817
5206, 3817
3329, 3817
410, 3817
2407, 3817
1492, 3817
1595, 3817
5227, 3817
5378, 3817
2748, 3817
2655, 3817
379, 3817
2434, 3817
3060, 3817
5370, 3817
2706, 3817
4603, 3817
2843, 3817
5325, 3817
3447, 3817
1988, 3817
3490, 3817
154, 3817
3145, 3817
4326, 3817
1205, 3817
3919, 3817
2918, 3817
2315, 3817
5277, 3817
3256, 3817
3909, 3817
5104, 3817
2850, 3817
170, 3817
3257, 3817
194, 3817
1671, 3817
2905, 3817
2800, 3817
802, 3817
3904, 3817
383, 3817
5070, 3817
3395, 3817
1756, 3817
4091, 3817
3289, 3817
1463, 3817
784, 3817
3880, 3817
2932, 3817
4612, 3817
869, 3817
1283, 3817
2397, 3817
2635, 3817
5147, 3817
4375, 3817
61, 3817
3483, 3817
3763, 3817
1803, 3817
4090, 3817
4820, 3817
3695, 3817
1576, 3817
3707, 3817
2253, 3817
992, 3817
2251, 3817
4059, 3817
792, 3817
1209, 3817
1523, 3817
425, 3817
1368, 3817
5089, 3817
5317, 3817
4292, 3817
889, 3817
3495, 3817
1040, 3817
4702, 2421
2229, 2421
